Product Name,Revenue,Demand,Initial Inventory
Bookcases 388.0,388.0,3.0,10.0
Bookcases 394.0,394.0,3.0,10.0
Bookcases 450.0,450.0,5.0,20.0
Bookcases 460.0,460.0,4.0,15.0
Bookcases 490.0,490.0,12.0,40.0
Bookcases 494.0,494.0,6.0,20.0
Bookcases 504.0,504.0,4.0,15.0
Bookcases 516.0,516.0,6.0,20.0
Bookcases 544.0,544.0,5.0,15.0
Bookcases 561.0,561.0,7.0,25.0
Bookcases 593.0,593.0,6.0,20.0
Bookcases 594.0,594.0,4.0,15.0
Bookcases 595.0,595.0,6.0,20.0
Bookcases 598.0,598.0,6.0,20.0
Bookcases 618.0,618.0,5.0,20.0
Bookcases 656.0,656.0,3.0,10.0
Bookcases 659.0,659.0,3.0,10.0
Bookcases 662.0,662.0,3.0,10.0
Bookcases 669.0,669.0,7.0,25.0
Bookcases 670.0,670.0,8.0,25.0
Bookcases 676.0,676.0,7.0,25.0
Bookcases 724.0,724.0,3.0,10.0
Bookcases 729.0,729.0,7.0,25.0
Bookcases 73.0,73.0,2.0,5.0
Bookcases 741.0,741.0,7.0,25.0
Bookcases 742.0,742.0,6.0,20.0
Bookcases 83.0,83.0,2.0,5.0
Bookcases 852.0,852.0,7.0,25.0
Bookcases 871.0,871.0,3.0,10.0
Bookcases 877.0,877.0,3.0,10.0
Chairs 1103.0,1103.0,4.0,15.0
Chairs 112.0,112.0,3.0,10.0
Chairs 119.0,119.0,2.0,5.0
Chairs 120.0,120.0,2.0,5.0
Chairs 1228.0,1228.0,5.0,15.0
Chairs 1327.0,1327.0,12.0,40.0
Chairs 133.0,133.0,3.0,10.0
Chairs 134.0,134.0,6.0,20.0
Chairs 145.0,145.0,7.0,25.0
Chairs 148.0,148.0,3.0,10.0
Chairs 154.0,154.0,5.0,15.0
Chairs 156.0,156.0,5.0,15.0
Chairs 158.0,158.0,6.0,20.0
Chairs 162.0,162.0,4.0,15.0
Chairs 1657.0,1657.0,6.0,20.0
Chairs 172.0,172.0,4.0,15.0
Chairs 173.0,173.0,4.0,15.0
Chairs 185.0,185.0,8.0,30.0
Chairs 2093.0,2093.0,7.0,25.0
Chairs 2115.0,2115.0,8.0,25.0
Chairs 212.0,212.0,3.0,10.0
Chairs 216.0,216.0,4.0,15.0
Chairs 224.0,224.0,9.0,30.0
Chairs 239.0,239.0,7.0,25.0
Chairs 24.0,24.0,2.0,5.0
Chairs 243.0,243.0,3.0,10.0
Chairs 248.0,248.0,4.0,15.0
Chairs 259.0,259.0,3.0,10.0
Chairs 269.0,269.0,8.0,25.0
Chairs 278.0,278.0,8.0,25.0
Chairs 287.0,287.0,16.0,60.0
Chairs 288.0,288.0,5.0,20.0
Chairs 30.0,30.0,2.0,5.0
Chairs 312.0,312.0,11.0,35.0
Chairs 315.0,315.0,5.0,15.0
Chairs 32.0,32.0,2.0,5.0
Chairs 33.0,33.0,2.0,5.0
Chairs 335.0,335.0,10.0,35.0
Chairs 346.0,346.0,4.0,15.0
Chairs 389.0,389.0,5.0,15.0
Chairs 401.0,401.0,9.0,30.0
Chairs 406.0,406.0,9.0,35.0
Chairs 41.0,41.0,2.0,5.0
Chairs 413.0,413.0,11.0,45.0
Chairs 424.0,424.0,12.0,45.0
Chairs 429.0,429.0,5.0,15.0
Chairs 45.0,45.0,3.0,10.0
Chairs 460.0,460.0,4.0,15.0
Chairs 473.0,473.0,6.0,20.0
Chairs 476.0,476.0,5.0,15.0
Chairs 497.0,497.0,5.0,15.0
Chairs 511.0,511.0,4.0,15.0
Chairs 516.0,516.0,11.0,40.0
Chairs 55.0,55.0,6.0,20.0
Chairs 5729.0,5729.0,21.0,70.0
Chairs 58.0,58.0,7.0,25.0
Chairs 597.0,597.0,6.0,20.0
Chairs 681.0,681.0,6.0,20.0
Chairs 719.0,719.0,8.0,30.0
Chairs 73.0,73.0,4.0,15.0
Chairs 734.0,734.0,3.0,10.0
Chairs 78.0,78.0,2.0,5.0
Chairs 823.0,823.0,11.0,35.0
Chairs 828.0,828.0,3.0,10.0
Chairs 83.0,83.0,7.0,25.0
Chairs 846.0,846.0,3.0,10.0
Chairs 90.0,90.0,3.0,10.0
Chairs 911.0,911.0,9.0,35.0
Chairs 98.0,98.0,3.0,10.0
Electronic Games 1021.0,1021.0,6.0,20.0
Electronic Games 1063.0,1063.0,6.0,20.0
Electronic Games 108.0,108.0,5.0,15.0
Electronic Games 1096.0,1096.0,10.0,35.0
Electronic Games 1270.0,1270.0,16.0,55.0
Electronic Games 1316.0,1316.0,9.0,35.0
Electronic Games 134.0,134.0,5.0,15.0
Electronic Games 1351.0,1351.0,8.0,30.0
Electronic Games 144.0,144.0,6.0,20.0
Electronic Games 146.0,146.0,5.0,15.0
Electronic Games 148.0,148.0,2.0,5.0
Electronic Games 1599.0,1599.0,9.0,30.0
Electronic Games 162.0,162.0,3.0,10.0
Electronic Games 171.0,171.0,3.0,10.0
Electronic Games 188.0,188.0,3.0,10.0
Electronic Games 200.0,200.0,6.0,20.0
Electronic Games 209.0,209.0,9.0,30.0
Electronic Games 2103.0,2103.0,11.0,40.0
Electronic Games 216.0,216.0,5.0,15.0
Electronic Games 221.0,221.0,3.0,10.0
Electronic Games 228.0,228.0,4.0,15.0
Electronic Games 231.0,231.0,3.0,10.0
Electronic Games 233.0,233.0,7.0,25.0
Electronic Games 241.0,241.0,6.0,20.0
Electronic Games 2457.0,2457.0,15.0,55.0
Electronic Games 263.0,263.0,16.0,55.0
Electronic Games 269.0,269.0,5.0,15.0
Electronic Games 277.0,277.0,2.0,5.0
Electronic Games 299.0,299.0,5.0,15.0
Electronic Games 305.0,305.0,7.0,25.0
Electronic Games 311.0,311.0,2.0,5.0
Electronic Games 312.0,312.0,2.0,5.0
Electronic Games 313.0,313.0,5.0,15.0
Electronic Games 314.0,314.0,4.0,15.0
Electronic Games 328.0,328.0,4.0,15.0
Electronic Games 342.0,342.0,6.0,20.0
Electronic Games 351.0,351.0,7.0,25.0
Electronic Games 36.0,36.0,2.0,5.0
Electronic Games 367.0,367.0,4.0,15.0
Electronic Games 369.0,369.0,4.0,15.0
Electronic Games 417.0,417.0,5.0,15.0
Electronic Games 42.0,42.0,2.0,5.0
Electronic Games 429.0,429.0,5.0,15.0
Electronic Games 442.0,442.0,3.0,10.0
Electronic Games 46.0,46.0,3.0,10.0
Electronic Games 469.0,469.0,10.0,35.0
Electronic Games 47.0,47.0,3.0,10.0
Electronic Games 482.0,482.0,9.0,35.0
Electronic Games 485.0,485.0,6.0,20.0
Electronic Games 50.0,50.0,2.0,5.0
Electronic Games 51.0,51.0,3.0,10.0
Electronic Games 510.0,510.0,8.0,30.0
Electronic Games 524.0,524.0,3.0,10.0
Electronic Games 527.0,527.0,5.0,15.0
Electronic Games 534.0,534.0,3.0,10.0
Electronic Games 557.0,557.0,3.0,10.0
Electronic Games 559.0,559.0,3.0,10.0
Electronic Games 600.0,600.0,7.0,25.0
Electronic Games 624.0,624.0,3.0,10.0
Electronic Games 646.0,646.0,5.0,15.0
Electronic Games 648.0,648.0,9.0,30.0
Electronic Games 671.0,671.0,7.0,25.0
Electronic Games 724.0,724.0,6.0,20.0
Electronic Games 734.0,734.0,8.0,30.0
Electronic Games 76.0,76.0,4.0,15.0
Electronic Games 761.0,761.0,13.0,45.0
Electronic Games 765.0,765.0,5.0,15.0
Electronic Games 80.0,80.0,5.0,20.0
Electronic Games 850.0,850.0,7.0,25.0
Electronic Games 86.0,86.0,2.0,5.0
Electronic Games 918.0,918.0,11.0,45.0
Electronic Games 925.0,925.0,8.0,25.0
Electronic Games 934.0,934.0,10.0,35.0
Electronic Games 935.0,935.0,6.0,20.0
Electronic Games 98.0,98.0,3.0,10.0
Furnishings 101.0,101.0,3.0,10.0
Furnishings 103.0,103.0,3.0,10.0
Furnishings 104.0,104.0,3.0,10.0
Furnishings 109.0,109.0,2.0,5.0
Furnishings 110.0,110.0,2.0,5.0
Furnishings 114.0,114.0,8.0,30.0
Furnishings 119.0,119.0,6.0,20.0
Furnishings 121.0,121.0,5.0,15.0
Furnishings 122.0,122.0,15.0,50.0
Furnishings 123.0,123.0,5.0,15.0
Furnishings 127.0,127.0,5.0,15.0
Furnishings 131.0,131.0,12.0,40.0
Furnishings 132.0,132.0,7.0,25.0
Furnishings 140.0,140.0,6.0,20.0
Furnishings 141.0,141.0,10.0,35.0
Furnishings 147.0,147.0,5.0,15.0
Furnishings 149.0,149.0,6.0,20.0
Furnishings 152.0,152.0,4.0,15.0
Furnishings 155.0,155.0,5.0,15.0
Furnishings 159.0,159.0,4.0,15.0
Furnishings 161.0,161.0,11.0,40.0
Furnishings 165.0,165.0,5.0,15.0
Furnishings 176.0,176.0,15.0,50.0
Furnishings 189.0,189.0,5.0,20.0
Furnishings 190.0,190.0,13.0,45.0
Furnishings 191.0,191.0,12.0,40.0
Furnishings 20.0,20.0,2.0,5.0
Furnishings 201.0,201.0,5.0,20.0
Furnishings 216.0,216.0,9.0,30.0
Furnishings 217.0,217.0,3.0,10.0
Furnishings 22.0,22.0,2.0,5.0
Furnishings 221.0,221.0,11.0,35.0
Furnishings 227.0,227.0,3.0,10.0
Furnishings 244.0,244.0,8.0,25.0
Furnishings 25.0,25.0,2.0,5.0
Furnishings 264.0,264.0,19.0,65.0
Furnishings 29.0,29.0,5.0,15.0
Furnishings 30.0,30.0,3.0,10.0
Furnishings 302.0,302.0,9.0,30.0
Furnishings 326.0,326.0,4.0,15.0
Furnishings 341.0,341.0,10.0,35.0
Furnishings 342.0,342.0,9.0,35.0
Furnishings 35.0,35.0,3.0,10.0
Furnishings 38.0,38.0,3.0,10.0
Furnishings 385.0,385.0,17.0,55.0
Furnishings 42.0,42.0,3.0,10.0
Furnishings 47.0,47.0,7.0,25.0
Furnishings 50.0,50.0,7.0,25.0
Furnishings 51.0,51.0,3.0,10.0
Furnishings 53.0,53.0,5.0,15.0
Furnishings 539.0,539.0,11.0,35.0
Furnishings 550.0,550.0,8.0,25.0
Furnishings 57.0,57.0,5.0,15.0
Furnishings 582.0,582.0,7.0,25.0
Furnishings 60.0,60.0,3.0,10.0
Furnishings 61.0,61.0,3.0,10.0
Furnishings 616.0,616.0,10.0,35.0
Furnishings 652.0,652.0,9.0,30.0
Furnishings 67.0,67.0,13.0,45.0
Furnishings 70.0,70.0,3.0,10.0
Furnishings 71.0,71.0,6.0,20.0
Furnishings 749.0,749.0,11.0,35.0
Furnishings 76.0,76.0,11.0,40.0
Furnishings 78.0,78.0,3.0,10.0
Furnishings 79.0,79.0,3.0,10.0
Furnishings 880.0,880.0,11.0,40.0
Furnishings 89.0,89.0,3.0,10.0
Furnishings 94.0,94.0,3.0,10.0
Furnishings 95.0,95.0,6.0,20.0
Furnishings 98.0,98.0,3.0,10.0
Hankerchief 10.0,10.0,3.0,10.0
Hankerchief 100.0,100.0,8.0,30.0
Hankerchief 101.0,101.0,3.0,10.0
Hankerchief 103.0,103.0,3.0,10.0
Hankerchief 105.0,105.0,3.0,10.0
Hankerchief 106.0,106.0,11.0,35.0
Hankerchief 11.0,11.0,12.0,40.0
Hankerchief 111.0,111.0,14.0,45.0
Hankerchief 113.0,113.0,6.0,20.0
Hankerchief 118.0,118.0,6.0,20.0
Hankerchief 12.0,12.0,14.0,45.0
Hankerchief 122.0,122.0,6.0,20.0
Hankerchief 126.0,126.0,5.0,20.0
Hankerchief 128.0,128.0,6.0,20.0
Hankerchief 13.0,13.0,13.0,45.0
Hankerchief 137.0,137.0,7.0,25.0
Hankerchief 14.0,14.0,20.0,60.0
Hankerchief 146.0,146.0,8.0,25.0
Hankerchief 148.0,148.0,4.0,15.0
Hankerchief 15.0,15.0,7.0,20.0
Hankerchief 150.0,150.0,5.0,15.0
Hankerchief 151.0,151.0,12.0,40.0
Hankerchief 154.0,154.0,8.0,30.0
Hankerchief 158.0,158.0,19.0,65.0
Hankerchief 16.0,16.0,13.0,45.0
Hankerchief 17.0,17.0,13.0,40.0
Hankerchief 18.0,18.0,23.0,80.0
Hankerchief 19.0,19.0,10.0,35.0
Hankerchief 20.0,20.0,8.0,30.0
Hankerchief 202.0,202.0,6.0,20.0
Hankerchief 204.0,204.0,6.0,20.0
Hankerchief 206.0,206.0,11.0,40.0
Hankerchief 207.0,207.0,6.0,20.0
Hankerchief 21.0,21.0,8.0,30.0
Hankerchief 210.0,210.0,6.0,20.0
Hankerchief 212.0,212.0,9.0,35.0
Hankerchief 22.0,22.0,15.0,50.0
Hankerchief 222.0,222.0,8.0,25.0
Hankerchief 23.0,23.0,19.0,65.0
Hankerchief 231.0,231.0,12.0,45.0
Hankerchief 24.0,24.0,36.0,125.0
Hankerchief 246.0,246.0,7.0,25.0
Hankerchief 25.0,25.0,13.0,45.0
Hankerchief 255.0,255.0,21.0,70.0
Hankerchief 257.0,257.0,8.0,25.0
Hankerchief 259.0,259.0,14.0,50.0
Hankerchief 26.0,26.0,21.0,75.0
Hankerchief 27.0,27.0,13.0,45.0
Hankerchief 28.0,28.0,6.0,20.0
Hankerchief 284.0,284.0,8.0,30.0
Hankerchief 29.0,29.0,14.0,45.0
Hankerchief 290.0,290.0,9.0,30.0
Hankerchief 30.0,30.0,14.0,50.0
Hankerchief 31.0,31.0,9.0,30.0
Hankerchief 314.0,314.0,17.0,65.0
Hankerchief 32.0,32.0,31.0,105.0
Hankerchief 33.0,33.0,18.0,65.0
Hankerchief 338.0,338.0,10.0,35.0
Hankerchief 34.0,34.0,4.0,15.0
Hankerchief 345.0,345.0,10.0,35.0
Hankerchief 36.0,36.0,12.0,45.0
Hankerchief 37.0,37.0,13.0,45.0
Hankerchief 398.0,398.0,10.0,40.0
Hankerchief 40.0,40.0,15.0,55.0
Hankerchief 41.0,41.0,16.0,55.0
Hankerchief 42.0,42.0,8.0,25.0
Hankerchief 436.0,436.0,12.0,45.0
Hankerchief 44.0,44.0,22.0,75.0
Hankerchief 45.0,45.0,16.0,55.0
Hankerchief 46.0,46.0,4.0,15.0
Hankerchief 47.0,47.0,11.0,35.0
Hankerchief 473.0,473.0,12.0,45.0
Hankerchief 48.0,48.0,2.0,5.0
Hankerchief 49.0,49.0,5.0,20.0
Hankerchief 50.0,50.0,3.0,10.0
Hankerchief 53.0,53.0,17.0,55.0
Hankerchief 56.0,56.0,11.0,40.0
Hankerchief 58.0,58.0,3.0,10.0
Hankerchief 59.0,59.0,3.0,10.0
Hankerchief 6.0,6.0,4.0,10.0
Hankerchief 60.0,60.0,18.0,60.0
Hankerchief 61.0,61.0,24.0,80.0
Hankerchief 62.0,62.0,26.0,85.0
Hankerchief 64.0,64.0,7.0,25.0
Hankerchief 65.0,65.0,8.0,30.0
Hankerchief 68.0,68.0,8.0,25.0
Hankerchief 7.0,7.0,15.0,45.0
Hankerchief 70.0,70.0,7.0,25.0
Hankerchief 75.0,75.0,12.0,45.0
Hankerchief 76.0,76.0,18.0,60.0
Hankerchief 79.0,79.0,8.0,30.0
Hankerchief 8.0,8.0,8.0,25.0
Hankerchief 81.0,81.0,11.0,35.0
Hankerchief 82.0,82.0,9.0,30.0
Hankerchief 85.0,85.0,14.0,50.0
Hankerchief 88.0,88.0,11.0,35.0
Hankerchief 9.0,9.0,3.0,10.0
Hankerchief 90.0,90.0,5.0,15.0
Hankerchief 92.0,92.0,9.0,30.0
Hankerchief 93.0,93.0,3.0,10.0
Hankerchief 97.0,97.0,16.0,55.0
Hankerchief 98.0,98.0,3.0,10.0
Kurti 10.0,10.0,4.0,10.0
Kurti 105.0,105.0,7.0,25.0
Kurti 112.0,112.0,4.0,15.0
Kurti 114.0,114.0,7.0,25.0
Kurti 117.0,117.0,9.0,30.0
Kurti 119.0,119.0,11.0,35.0
Kurti 135.0,135.0,8.0,25.0
Kurti 139.0,139.0,4.0,15.0
Kurti 14.0,14.0,6.0,20.0
Kurti 148.0,148.0,6.0,20.0
Kurti 179.0,179.0,7.0,25.0
Kurti 19.0,19.0,6.0,20.0
Kurti 197.0,197.0,5.0,20.0
Kurti 22.0,22.0,9.0,35.0
Kurti 240.0,240.0,9.0,30.0
Kurti 25.0,25.0,11.0,35.0
Kurti 26.0,26.0,3.0,10.0
Kurti 287.0,287.0,9.0,30.0
Kurti 30.0,30.0,5.0,15.0
Kurti 31.0,31.0,2.0,5.0
Kurti 32.0,32.0,3.0,10.0
Kurti 36.0,36.0,6.0,20.0
Kurti 38.0,38.0,2.0,5.0
Kurti 40.0,40.0,2.0,5.0
Kurti 42.0,42.0,9.0,30.0
Kurti 44.0,44.0,5.0,15.0
Kurti 47.0,47.0,3.0,10.0
Kurti 55.0,55.0,3.0,10.0
Kurti 57.0,57.0,3.0,10.0
Kurti 59.0,59.0,9.0,30.0
Kurti 6.0,6.0,2.0,5.0
Kurti 61.0,61.0,4.0,15.0
Kurti 62.0,62.0,8.0,25.0
Kurti 63.0,63.0,9.0,30.0
Kurti 69.0,69.0,6.0,20.0
Kurti 72.0,72.0,11.0,35.0
Kurti 78.0,78.0,8.0,30.0
Kurti 82.0,82.0,10.0,35.0
Kurti 87.0,87.0,7.0,25.0
Kurti 9.0,9.0,3.0,10.0
Leggings 10.0,10.0,5.0,15.0
Leggings 105.0,105.0,11.0,40.0
Leggings 12.0,12.0,3.0,10.0
Leggings 13.0,13.0,4.0,10.0
Leggings 14.0,14.0,3.0,10.0
Leggings 15.0,15.0,4.0,10.0
Leggings 19.0,19.0,3.0,10.0
Leggings 21.0,21.0,16.0,50.0
Leggings 22.0,22.0,6.0,20.0
Leggings 25.0,25.0,5.0,15.0
Leggings 26.0,26.0,3.0,10.0
Leggings 27.0,27.0,6.0,20.0
Leggings 29.0,29.0,6.0,20.0
Leggings 32.0,32.0,3.0,10.0
Leggings 33.0,33.0,12.0,45.0
Leggings 34.0,34.0,20.0,70.0
Leggings 36.0,36.0,4.0,15.0
Leggings 39.0,39.0,10.0,35.0
Leggings 41.0,41.0,8.0,25.0
Leggings 42.0,42.0,4.0,15.0
Leggings 43.0,43.0,5.0,15.0
Leggings 45.0,45.0,4.0,15.0
Leggings 46.0,46.0,11.0,40.0
Leggings 50.0,50.0,6.0,20.0
Leggings 52.0,52.0,14.0,50.0
Leggings 57.0,57.0,31.0,100.0
Leggings 59.0,59.0,11.0,35.0
Leggings 63.0,63.0,9.0,30.0
Leggings 67.0,67.0,6.0,20.0
Leggings 7.0,7.0,2.0,5.0
Leggings 71.0,71.0,7.0,25.0
Leggings 75.0,75.0,7.0,25.0
Leggings 8.0,8.0,3.0,10.0
Leggings 81.0,81.0,7.0,25.0
Leggings 94.0,94.0,10.0,35.0
Leggings 96.0,96.0,7.0,25.0
Phones 100.0,100.0,2.0,5.0
Phones 102.0,102.0,5.0,15.0
Phones 106.0,106.0,3.0,10.0
Phones 1063.0,1063.0,9.0,35.0
Phones 1145.0,1145.0,5.0,15.0
Phones 117.0,117.0,4.0,15.0
Phones 1272.0,1272.0,3.0,10.0
Phones 1275.0,1275.0,3.0,10.0
Phones 129.0,129.0,3.0,10.0
Phones 137.0,137.0,4.0,15.0
Phones 140.0,140.0,3.0,10.0
Phones 143.0,143.0,3.0,10.0
Phones 146.0,146.0,5.0,15.0
Phones 148.0,148.0,3.0,10.0
Phones 149.0,149.0,3.0,10.0
Phones 1549.0,1549.0,5.0,20.0
Phones 1622.0,1622.0,5.0,15.0
Phones 1625.0,1625.0,5.0,15.0
Phones 1629.0,1629.0,5.0,15.0
Phones 168.0,168.0,3.0,10.0
Phones 1824.0,1824.0,12.0,40.0
Phones 183.0,183.0,8.0,25.0
Phones 193.0,193.0,5.0,15.0
Phones 195.0,195.0,8.0,25.0
Phones 1954.0,1954.0,5.0,15.0
Phones 196.0,196.0,8.0,25.0
Phones 200.0,200.0,8.0,25.0
Phones 210.0,210.0,3.0,10.0
Phones 223.0,223.0,5.0,15.0
Phones 224.0,224.0,5.0,15.0
Phones 245.0,245.0,6.0,20.0
Phones 248.0,248.0,3.0,10.0
Phones 249.0,249.0,5.0,20.0
Phones 252.0,252.0,3.0,10.0
Phones 258.0,258.0,3.0,10.0
Phones 2617.0,2617.0,6.0,20.0
Phones 273.0,273.0,6.0,20.0
Phones 274.0,274.0,6.0,20.0
Phones 276.0,276.0,3.0,10.0
Phones 323.0,323.0,7.0,25.0
Phones 327.0,327.0,2.0,5.0
Phones 332.0,332.0,9.0,30.0
Phones 333.0,333.0,8.0,25.0
Phones 336.0,336.0,8.0,25.0
Phones 351.0,351.0,12.0,40.0
Phones 365.0,365.0,4.0,15.0
Phones 3873.0,3873.0,9.0,30.0
Phones 391.0,391.0,9.0,30.0
Phones 414.0,414.0,4.0,15.0
Phones 416.0,416.0,5.0,15.0
Phones 418.0,418.0,11.0,35.0
Phones 424.0,424.0,8.0,25.0
Phones 427.0,427.0,10.0,35.0
Phones 444.0,444.0,6.0,20.0
Phones 451.0,451.0,5.0,15.0
Phones 46.0,46.0,2.0,5.0
Phones 465.0,465.0,6.0,20.0
Phones 474.0,474.0,5.0,20.0
Phones 487.0,487.0,6.0,20.0
Phones 502.0,502.0,6.0,20.0
Phones 520.0,520.0,5.0,15.0
Phones 529.0,529.0,5.0,15.0
Phones 545.0,545.0,16.0,55.0
Phones 62.0,62.0,2.0,5.0
Phones 637.0,637.0,12.0,40.0
Phones 65.0,65.0,3.0,10.0
Phones 671.0,671.0,13.0,45.0
Phones 68.0,68.0,5.0,15.0
Phones 709.0,709.0,8.0,25.0
Phones 72.0,72.0,2.0,5.0
Phones 73.0,73.0,2.0,5.0
Phones 765.0,765.0,3.0,10.0
Phones 771.0,771.0,3.0,10.0
Phones 785.0,785.0,3.0,10.0
Phones 835.0,835.0,7.0,25.0
Phones 867.0,867.0,8.0,25.0
Phones 911.0,911.0,7.0,25.0
Phones 916.0,916.0,16.0,55.0
Phones 977.0,977.0,9.0,35.0
Printers 1030.0,1030.0,12.0,40.0
Printers 1055.0,1055.0,6.0,20.0
Printers 1076.0,1076.0,12.0,40.0
Printers 1137.0,1137.0,10.0,35.0
Printers 1183.0,1183.0,6.0,20.0
Printers 1279.0,1279.0,11.0,40.0
Printers 1298.0,1298.0,13.0,45.0
Printers 1300.0,1300.0,11.0,40.0
Printers 1319.0,1319.0,8.0,25.0
Printers 133.0,133.0,2.0,5.0
Printers 1337.0,1337.0,9.0,35.0
Printers 1506.0,1506.0,8.0,30.0
Printers 1514.0,1514.0,5.0,20.0
Printers 1543.0,1543.0,12.0,40.0
Printers 1622.0,1622.0,7.0,25.0
Printers 173.0,173.0,2.0,5.0
Printers 193.0,193.0,2.0,5.0
Printers 203.0,203.0,3.0,10.0
Printers 206.0,206.0,2.0,5.0
Printers 2125.0,2125.0,8.0,30.0
Printers 245.0,245.0,3.0,10.0
Printers 250.0,250.0,3.0,10.0
Printers 260.0,260.0,3.0,10.0
Printers 262.0,262.0,3.0,10.0
Printers 2847.0,2847.0,11.0,40.0
Printers 285.0,285.0,3.0,10.0
Printers 291.0,291.0,3.0,10.0
Printers 294.0,294.0,3.0,10.0
Printers 300.0,300.0,3.0,10.0
