,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74
S11,937.1094078301182,903.0141415848653,264.7208998642393,21.823340175910644,1661.105486348982,18.59349093795307,372.0817876391536,956.6955598743717,42.9120185256587,1274.3227526636908,1574.7961500081667,1826.428257280374,937.2078020389323,97.06890195672321,6.877401906593097,495.85264721257874,1194.944488765535,20.957265860730644,866.7827890505982,70.81579611714884,62.882047056219065,743.2227699296434,887.5532788292275,1565.5356278664192,23.444348955878333,698.7021795451396,846.6660892613835,866.6281112093448,1423.2910683356947,1748.9662202394259,1226.3704718823283,772.5688576433047,70.8113728434282,797.6218390882195,47.03851756361958,1627.0576385528482,987.8340849651507,70.80621046303185,1274.4330678694553,47.597568197008044,494.55704879134,6.8790261054562825,1061.0849291537033,69.70189405721136,50.520317630144,50.54944455123534,103.31002017537638,41.59779310940407,144.48486952347395,41.33878964636483,52.82283331073985,6.878015480006283,1577.6978208859998,1097.2438769100347,41.30302544696716,2170.642226303967,60.95700496309973,1315.5558895034756,1068.7109261042006,1860.142435138307,421.9591941025404,38.048146064629634,987.8274375564672,1673.370050693707,1846.261105802267,1005.398814329196,57.174193915095884,57.18835478872796,1565.5056039648669,82.97925944513298,1430.6502135607896,6.879534362002595,846.6942098880932,1825.5340763158488
S12,1685.7576850724427,377.3256672852414,1347.0162725120726,1737.020030508406,23.612177980608287,83.08521829288628,1476.1258241571823,530.0021927141197,1782.8442633270377,0.010486218015015225,11.1693204455916,963.9941814871104,1445.216289688263,1615.0399047495753,1356.631908213977,72.4188566152097,706.2477795778768,72.24537186627796,445.00113893625957,0.5548894348775887,176.02795167962165,620.6796368548527,388.19743387113584,45.900218633445185,1527.7345151743727,1618.2253543098777,1580.528815510118,24.726446083807815,438.6567133186016,1383.913777864008,2.666596323772775,1528.832689212732,0.338640083904819,566.5412573685823,1580.5720137792316,344.3877126553064,87.80994199027984,0.2370628187728786,0.020653283004225968,487.260325134367,1529.5187929505344,1356.6068222528397,1484.6823593940978,54.49919987848221,1732.196520539927,1486.1134563157898,787.5274120518644,525.5981297104896,1356.557480068003,619.6706110401151,378.0028595326292,1162.8098941020137,19.84675544626029,19.283578389907703,531.7893452591451,788.3466474932208,11.766560583326648,55.54244996264173,427.92575263665077,919.5977161243153,1528.4364375731489,635.3803244389104,1580.7195201646655,46.41650825941144,538.3074643848331,422.50043585528084,30.59114256465193,551.4252150834517,45.91336706401432,737.6160015472603,48.05817858973406,1162.7703515625203,1580.576541033918,963.9672507625553
S13,1049.0621664129878,798.7061018747905,382.8892537264376,28.138551439263978,1795.314721362107,25.187729852993154,21.693193215887515,39.47190429746998,1023.9496544588568,1162.8126967658857,1256.010877168681,1717.5392733837193,49.96185795798152,2101.9041393177235,0.05379237521234275,468.88096594654394,1260.672985268578,456.5865944372692,774.969880046198,64.62048301569868,56.33326992611104,636.4700566179998,43.03391276291192,1472.1915971422522,467.6722097308246,43.76579693763846,956.2312593083695,903.9294835423367,1587.0392654717684,1803.7892880483319,1114.7843342163028,1024.2052570850278,1356.965874025287,696.6449212966949,956.2620385744577,1482.8445592799164,1115.6648390160287,1163.014315477147,1162.9622353862924,872.0521702489544,403.14351474414036,0.05349545311967613,1009.9453666533084,1140.163905903827,56.10084324179075,56.13806746556423,2041.6464853196808,35.548833724917,0.017379790371149863,35.40856454042413,967.276150590954,0.03897275150959699,1697.8838007462375,46.59656034215856,35.373076617511714,97.2784143330015,1162.8861153001094,1201.272303219454,812.7715401674765,2042.3817728390745,467.84622312580103,704.38955574555,1115.672155393796,1443.531585156965,81.20581522610198,41.38809657846219,980.1520810228892,54.475821643131695,1472.1936588250874,82.36919865316888,1114.739739712395,0.0006078183308301121,1115.6405320357646,1716.653041641139
S14,92.28588063246583,447.23246837653284,71.1243342533581,81.34068020552716,652.6875918150629,1429.930096338206,1469.5296716927762,24.46608313114779,2001.3408797960378,367.2782554756709,31.58185303997809,37.25588158493522,1938.3429963884626,1364.545557138759,989.9669409114277,986.0268317812629,286.79947848278994,1320.03923581803,31.126936159833203,20.40951482195515,229.3356645468219,508.0113391390412,20.562226070865908,37.253029864204095,992.55384265351,1558.2198646337072,99.98959731892056,653.560978063378,940.3957638707234,1593.1185631949525,19.30826010750481,95.33698637670003,20.42389873486955,606.2612530384105,1799.8635268870216,15.841308998076062,99.99342236037423,20.417374605645165,429.0968132888056,422.4295563778412,1159.1313810632564,1154.9271987537597,2039.722945626315,17.817445001295013,2039.7116644274672,1749.8438416484337,804.0777193133905,489.26655153659584,989.9164075981093,592.1186523785626,211.12417077878754,989.9560649463858,557.4518091664521,534.5385593578967,28.220205541254323,939.343797529067,525.2226195660805,19.67895063237139,25.112975514027458,938.9776929355791,55.17479737186707,691.48367136292,2099.991336001818,66.82316360388457,27.32276580197844,19.11815753643287,46.148419212835734,970.268925440446,37.26323011543018,61.35383577982184,19.344484619942307,989.929067181535,1799.8677209521288,781.8892262627193
S15,1354.7853694043272,162.489403201229,831.3132573707925,55.42654285367526,52.38885154932149,985.6186904973837,905.24435919428,80.260014064715,1409.737177340615,531.7041592586434,34.74601200319183,1374.592573908232,64.52913670145854,1869.21012172662,743.1109268150224,1029.8244483001306,889.0351606493826,46.01725441109514,181.71660627001722,29.559370511547524,478.20779581603256,0.030521190198054028,182.66380906792602,65.45404867008624,886.6946904005335,58.45994780256297,71.92849588710668,10.083195043934904,43.43768742386218,1869.9086716980753,564.7121823857043,1410.455225740213,620.6316902120426,76.67593819104908,1294.763171917836,39.91195353796413,1294.782499229527,620.529562857053,531.7832261201492,134.16282642512016,888.9044535556445,636.9335675768164,1471.8224438170976,602.3984235855376,1261.517490839186,1262.9755967662027,70.88313275730538,24.855861808988628,35.382614572788896,0.5469030581701034,346.53060040771567,636.9336010049454,1008.9146992189924,205.11478427070173,0.016255352607669377,70.93836707814033,20.130658328748943,672.1395449398972,207.07042419816617,1489.435511495721,49.28971584248532,223.29434194350935,1294.8844404837066,1239.0328688862776,54.07712582534393,9.117994394469333,518.6786272626492,606.2253841444145,1374.743537031256,1023.5426772810703,483.8903143844976,35.382891724027324,1510.5616849969922,1177.7870314682984
S16,971.9861300038147,835.1939191276906,14.469728428968251,438.7524487583723,1594.8747755792647,386.73665596972995,328.77744089801115,751.7257348542189,945.1370764861758,67.00020946047746,71.35519132068431,1537.8673526112166,833.2417954030399,2103.284086031426,67.91395988374147,437.4222561309329,1339.8589357243918,393.2652872682708,934.7572925611853,67.02028889563924,1064.0301915476887,37.50398534383924,819.2296821017762,1537.8846839404277,435.4292671191374,40.170881990663695,888.3599041844782,934.5715941867312,75.99610318123916,2105.4947668215223,1351.0527571274881,810.3295349648854,1206.2863726691126,40.566289835500555,49.35502894732078,1552.5332683463657,888.4126104708441,1407.2254380919687,1206.11538354473,919.8872452608987,437.56055427336025,3.774735039954655,52.39724365149091,1186.3336439781176,1100.189031307107,52.42583701526896,1817.9092415157022,680.4758340530506,79.26663049570462,675.9482395226668,49.14766130315039,3.773149341553603,1763.5836613073407,1018.5677055581345,37.51692279816798,2122.0944739262427,57.228933577395004,1247.240620263545,989.7563190483168,101.02997983810766,508.07205853168085,621.6630197883975,49.35657335809009,78.43568522744916,84.88114044376286,793.8160088280903,54.33607796183162,1141.4297773139383,85.4377778531949,1461.283449399574,1350.9391858960691,67.92702061717202,1036.4570742446451,1793.289349209548
S17,115.99103170488074,1302.1220078629945,683.865326462955,524.6154260270081,91.70082592689957,593.6117087986086,735.4609188822923,73.29116324466297,142.15567202467358,82.55559619222248,1539.493106517831,2319.5911988244343,135.09411732657694,73.03558947944887,56.09145110412835,1260.8671655801616,2024.2069424649176,561.3015343342317,1387.109475956174,1486.136402334237,85.9193758536256,1262.3555952120719,1614.1940706022192,1988.223121560098,1464.1549177662557,275.9784134803488,129.7879648161933,1189.0428525558186,62.246038743721186,1312.9858499115603,1723.8617616847753,142.20477405106908,1485.8076591930053,1236.5733003273322,129.81292559630216,2062.032915746243,111.26221051835859,1485.8728452654452,1485.5174480091664,73.99610436848931,1464.9498728048186,56.09314047902972,1.367005755720422,1522.8324875941785,0.060401658679247724,0.8848360496537906,94.70443329461386,1282.865755705801,1177.941354771056,1262.6461367308161,1809.2316381045323,1009.6451734576028,1679.3672522938982,1507.0114385382944,1472.728099094796,94.65414428617105,1325.927091539234,85.01693783504929,72.06443720421841,1988.2150801087278,1463.7121225653364,1071.5164539231782,6.187978388706653,772.6009171103336,104.5047519169508,1655.9277581373829,944.8027474077796,52.439326898652936,2319.5326210038256,49.2395737841481,1476.8783491760146,1177.9223221039285,6.181752220625308,110.49679028152865
S18,1161.1882408220729,162.5779842666601,831.2231296810809,1163.8561079596516,1100.2727410598916,985.5290049974782,905.1454689480117,4.463907410270003,1208.2822903439567,620.4296372725659,729.7670543884018,1178.287008741237,1161.4680889454803,2180.834881003187,743.004935997309,882.6367141770172,889.09336105177,46.012703270671516,212.06409159189218,29.564519004162882,22.776765510991062,0.5769666446674506,182.76601535145412,1178.2376846697562,49.256903065498776,1227.5870623375677,71.9250771635143,181.55012609459362,43.44171329425879,2181.650278321883,564.8203258780549,67.16098502928513,532.0626915481402,4.262963703566353,1510.4852397863451,718.5006532138116,71.92894236666417,29.5541752367825,531.8758962687582,6.393833175702911,888.834109417854,636.84271913988,1261.511986439272,516.4339975351372,70.08152040981857,70.16252361091058,1488.6462568782879,21.335112567181564,742.9289149136904,0.7390344972583232,16.505130912860373,35.380152857895034,48.048606644978484,11.400016330420952,0.3058623204211435,1276.9767450639326,422.8459604498824,672.2476029935236,9.865339704273438,1276.7451308293985,1035.0018265105768,10.630665537527891,71.93460522780063,1062.071155210479,1135.7151191512378,164.1938733404812,518.7108975144143,519.653951255381,1374.8191297271776,56.86653220030581,483.98300694221984,636.8012009882293,1510.489890608414,1374.16040436658
S19,64.68215701670995,6.186311784430869,868.5811499734971,1029.5193839620347,1053.8496287326057,1021.8315549877898,939.8978472509855,58.78486208915169,1419.8558303635987,486.4507304389098,572.2528479195288,1168.370774622689,64.69807675416185,1845.7954114182774,687.6115259541193,52.05383679532478,42.482079406540905,854.6151379827028,154.31499311102945,486.81692151211945,439.1913007161495,55.17552180992857,153.11072577083314,1168.3166664136465,52.27810209934345,1236.1974930328586,1301.283580802806,132.05334116665995,40.41135915897843,2153.842718125287,512.5303660673478,1420.5997631643734,27.038773098202352,34.57152441963958,1518.2233378589601,689.5293030716005,1301.352628898545,27.034257373946307,567.5777623742288,80.66534291078743,52.40035758739894,802.1927501887858,69.98859443093173,553.2892284872622,1259.7608664352654,1471.4563420281504,1452.4146563927602,74.28220154573425,802.1371536601623,3.019361541367638,339.42057953318294,38.19958898589089,964.6996882262417,177.24232886524916,3.0502791184104354,1245.891054779159,309.8414335425354,29.609154529225393,146.1051374631862,1245.6817303023454,1098.450154536307,10.719485856409271,72.30343823537065,1013.9388212915063,948.2205487898742,185.45721532182594,475.06213813149515,26.44627716189776,64.9170513155424,54.00480291311318,512.2971948837989,687.5505577275483,1518.2281864547797,1362.6485465723713
S20,142.86559326516266,75.4192344663669,628.2998232204669,454.41093911310685,1760.0160487383303,604.65564851284,597.153912909262,75.5436642115637,89.68401378682951,87.8186361042328,79.08726787843467,111.14216872763028,166.33066347354972,1517.7320225439046,1115.7177136533226,1169.5954602235738,2367.543889946654,528.9105882118477,69.24067943245825,1580.9038874728872,90.02771957269272,1294.8747984959407,1668.236024755298,111.14427617984046,1163.4584881496157,242.51849848239974,0.12745692026851538,1454.1291710792589,1435.0731647462273,1299.5919516978522,1828.7080167697395,89.17410892228557,1844.005113216158,1280.2696685015242,0.004702900875989706,2181.519166125988,0.003743037722278013,1580.6299425452207,87.7931117263992,1607.1852716838725,1357.9167125845734,956.360635807438,131.0593823715844,89.68892534639389,130.92501638990802,6.186820106071815,2062.5109385236797,1314.4300100019827,1115.748646675234,1295.2895812499778,1856.1602450146593,956.3313941582098,99.4755014273585,75.19233748787936,71.93883574664815,98.15900079562108,1406.7430130239331,1628.0273037586583,75.2730202360143,98.1814338575004,64.61325275797378,1293.4934881857594,0.010266426259280481,883.1320009691912,1986.9947901789958,1457.4365180637153,1204.3609115545332,1203.3806884785124,2333.8546993097566,1163.136948924303,1566.75997297063,1115.7300225566153,0.09951249669942004,2334.606625276662
S21,6.425236184850931,1301.4567695138248,797.7304848393891,29.146984851715786,1650.1671611734353,692.6195970637356,630.1584740957309,1318.6145039773949,7.904341877413765,1732.864603942691,1318.9099185115463,110.4714272410597,115.45936612312998,1315.1498393879006,56.08375752654924,1261.0363747595143,112.42291790688375,654.5801644542422,1188.2837822125937,1733.0229699091246,1803.4931170243128,1261.757098974234,76.83055058167974,1988.4875723961886,1255.1622154533716,13.121925117272998,6.2098749840750305,1188.375715170659,62.212749633417765,1532.409325189018,82.0499845267522,166.0523858509835,1732.639433956803,1441.9303142272365,6.211074118133621,98.15555375963335,111.79341244566082,82.51025988458298,82.49051556336798,1553.169688154191,69.76921534623679,56.08544649000539,0.7274720191865853,84.56327611760707,0.5753239933449962,0.07665488377152807,94.70578799519359,1282.2696970413813,56.08474846428385,1472.3884057538387,86.11862806051327,1009.5066689963398,93.26903737461821,71.72477870636202,1472.029689131427,1703.7998365754097,73.62372650816071,84.97915479080572,1512.5712570877065,94.67830995940376,69.71017403433844,59.49496579300193,111.91510411467725,42.89589240380906,2194.1395628346268,1418.743931212287,52.45016315360007,52.400449597733626,1988.4358752675787,49.21281725311256,82.01012695564793,1177.76068352806,111.80266526155054,2320.7421522702625
S22,64.52034226458265,189.81316626045555,46.1800077282207,997.6396292990461,943.0952767004967,985.55112362567,905.2198418395684,93.72552099583493,67.13548577791043,531.847955209198,729.9248890361397,65.45186264131868,1355.2536460135773,103.84332574074207,742.8939270008681,1029.5057346402143,888.8674212035205,828.3100891581646,182.00728864611523,620.9145195311669,22.7753589069148,0.015038532551492503,156.61459279874853,1178.0842229521938,886.422345632999,1227.77770857935,71.93416160080565,181.78819308778688,912.5047072158701,1869.8804605871994,26.898863761804193,67.16967169936115,532.1139614360603,89.79121794511376,71.93695286855606,39.913445142889515,71.93802686860512,532.0263750020512,620.5818480359683,134.29437668425908,1036.7372721296886,742.8721504211969,1471.989349091121,516.4612954153874,1261.6605027490305,1473.6381921512293,1488.5831270035997,21.10591632601024,636.7010655961742,0.7511798129474753,346.4338459204728,636.7476047253984,48.04822085993059,239.5649470134238,0.0,1489.7432593531817,422.99438957724254,672.287253572854,207.32377937207147,70.92728081553031,886.9425887382001,191.559869037268,71.94368812756512,1062.3207630997226,973.3882275606193,164.05836403103223,518.9686276416923,519.9117237364625,1374.6400354256589,56.879566803359694,484.0312536240874,636.7060606561025,1294.8691373666402,1373.9811230920113
