Product Name,Revenue,Demand,Initial Inventory
Blazzer M 998.0,998,4,10
Blazzer M 999.0,999,46,115
Blazzer M nan,,0,0
Blazzer S 1013.0,1013,8,20
Blazzer S 1033.0,1033,8,20
Blazzer S 1042.86,1042.86,0,0
Blazzer S 1044.0,1044,6,15
Blazzer S 1091.0,1091,36,90
Blazzer S 1098.0,1098,3,10
Blazzer S 1099.0,1099,8,20
Blazzer S 1168.0,1168,52,130
Blazzer S 1187.0,1187,8,20
Blazzer S 1196.0,1196,12,30
Blazzer S 1229.0,1229,4,10
Blazzer S 1232.38,1232.38,0,0
Blazzer S 1249.0,1249,22,55
Blazzer S 1294.0,1294,4,10
Blazzer S 1398.0,1398,6,20
Blazzer S 1399.0,1399,2,5
Blazzer S 1450.0,1450,6,20
Blazzer S 1488.0,1488,3,10
Blazzer S 1542.0,1542,3,10
Blazzer S 1770.0,1770,3,10
Blazzer S 377.0,377,4,10
Blazzer S 393.33,393.33,0,0
Blazzer S 413.0,413,10,25
Blazzer S 420.0,420,2,5
Blazzer S 421.9,421.9,0,0
Blazzer S 426.0,426,6,15
Blazzer S 434.0,434,2,5
Blazzer S 436.0,436,2,5
Blazzer S 437.0,437,2,5
Blazzer S 443.0,443,40,100
Blazzer S 449.52,449.52,0,0
Blazzer S 450.0,450,6,15
Blazzer S 453.0,453,2,5
Blazzer S 461.0,461,4,10
Blazzer S 472.0,472,10,25
Blazzer S 473.0,473,2,5
Blazzer S 475.0,475,6,15
Blazzer S 491.0,491,6,15
Blazzer S 496.0,496,4,10
Blazzer S 499.0,499,2,5
Blazzer S 512.0,512,2,5
Blazzer S 519.0,519,4,10
Blazzer S 559.0,559,4,10
Blazzer S 560.0,560,0,0
Blazzer S 564.0,564,4,10
Blazzer S 566.0,566,30,75
Blazzer S 579.0,579,14,35
Blazzer S 581.0,581,10,25
Blazzer S 588.0,588,46,115
Blazzer S 596.0,596,4,10
Blazzer S 599.0,599,20,50
Blazzer S 605.0,605,4,10
Blazzer S 613.0,613,4,10
Blazzer S 614.0,614,6,15
Blazzer S 617.14,617.14,0,0
Blazzer S 625.0,625,2,5
Blazzer S 633.33,633.33,0,0
Blazzer S 634.0,634,2,5
Blazzer S 641.0,641,2,5
Blazzer S 648.0,648,4,10
Blazzer S 657.0,657,2,5
Blazzer S 657.14,657.14,0,0
Blazzer S 658.0,658,8,20
Blazzer S 659.0,659,10,25
Blazzer S 661.0,661,4,10
Blazzer S 665.0,665,24,60
Blazzer S 665.71,665.71,0,0
Blazzer S 667.0,667,2,5
Blazzer S 668.0,668,4,10
Blazzer S 677.0,677,2,5
Blazzer S 678.0,678,4,10
Blazzer S 680.95,680.95,0,0
Blazzer S 686.67,686.67,0,0
Blazzer S 688.0,688,22,55
Blazzer S 690.0,690,62,155
Blazzer S 690.48,690.48,0,0
Blazzer S 693.0,693,2,5
Blazzer S 699.0,699,38,95
Blazzer S 700.0,700,0,0
Blazzer S 704.0,704,2,5
Blazzer S 708.57,708.57,0,0
Blazzer S 714.0,714,6,15
Blazzer S 715.0,715,38,95
Blazzer S 719.0,719,8,20
Blazzer S 721.0,721,94,235
Blazzer S 724.0,724,20,50
Blazzer S 725.0,725,270,675
Blazzer S 734.29,734.29,0,0
Blazzer S 735.0,735,560,1400
Blazzer S 741.0,741,26,65
Blazzer S 743.0,743,20,50
Blazzer S 744.0,744,342,855
Blazzer S 753.33,753.33,0,0
Blazzer S 754.29,754.29,0,0
Blazzer S 760.95,760.95,0,0
Blazzer S 761.0,761,14,35
Blazzer S 771.0,771,642,1605
Blazzer S 776.0,776,4,10
Blazzer S 785.72,785.72,0,0
Blazzer S 786.0,786,18,45
Blazzer S 788.57,788.57,0,0
Blazzer S 791.0,791,150,375
Blazzer S 792.0,792,38,95
Blazzer S 799.0,799,16,40
Blazzer S 807.0,807,8,20
Blazzer S 817.0,817,4,10
Blazzer S 818.1,818.1,0,0
Blazzer S 825.0,825,110,275
Blazzer S 828.0,828,6,15
Blazzer S 832.0,832,10,25
Blazzer S 833.0,833,2,5
Blazzer S 836.0,836,4,10
Blazzer S 842.0,842,62,155
Blazzer S 842.86,842.86,0,0
Blazzer S 845.0,845,4,10
Blazzer S 855.0,855,4,10
Blazzer S 856.19,856.19,0,0
Blazzer S 859.0,859,116,290
Blazzer S 864.0,864,2,5
Blazzer S 869.0,869,10,25
Blazzer S 879.0,879,2,5
Blazzer S 885.0,885,292,730
Blazzer S 899.0,899,182,455
Blazzer S 902.86,902.86,0,0
Blazzer S 908.0,908,16,40
Blazzer S 940.0,940,10,25
Blazzer S 948.0,948,14,35
Blazzer S 951.43,951.43,0,0
Blazzer S 956.0,956,10,25
Blazzer S 989.0,989,6,15
Blazzer S 998.0,998,6,15
Blazzer S 999.0,999,34,85
Blazzer S nan,,2,5
Blazzer XL 1033.0,1033,20,50
Blazzer XL 1044.0,1044,26,65
Blazzer XL 1091.0,1091,56,140
Blazzer XL 1099.0,1099,12,30
Blazzer XL 1125.0,1125,10,25
Blazzer XL 1130.48,1130.48,0,0
Blazzer XL 1168.0,1168,58,145
Blazzer XL 1187.0,1187,16,40
Blazzer XL 1196.0,1196,8,20
Blazzer XL 1229.0,1229,2,5
Blazzer XL 1249.0,1249,16,40
Blazzer XL 1294.0,1294,26,65
Blazzer XL 1377.0,1377,2,5
Blazzer XL 1399.0,1399,2,5
Blazzer XL 1468.58,1468.58,0,0
Blazzer XL 1470.0,1470,6,20
Blazzer XL 1542.0,1542,6,20
Blazzer XL 1582.0,1582,3,10
Blazzer XL 359.04,359.04,0,0
Blazzer XL 359.05,359.05,0,0
Blazzer XL 377.0,377,8,20
Blazzer XL 399.0,399,4,10
Blazzer XL 400.0,400,0,0
Blazzer XL 413.0,413,20,50
Blazzer XL 421.9,421.9,0,0
Blazzer XL 430.0,430,2,5
Blazzer XL 441.0,441,4,10
Blazzer XL 443.0,443,30,75
Blazzer XL 450.0,450,2,5
Blazzer XL 473.0,473,12,30
Blazzer XL 475.0,475,4,10
Blazzer XL 475.24,475.24,0,0
Blazzer XL 488.0,488,2,5
Blazzer XL 496.0,496,10,25
Blazzer XL 499.0,499,2,5
Blazzer XL 513.33,513.33,0,0
Blazzer XL 530.0,530,2,5
Blazzer XL 560.0,560,2,5
Blazzer XL 563.0,563,6,15
Blazzer XL 564.0,564,2,5
Blazzer XL 566.0,566,4,10
Blazzer XL 567.62,567.62,0,0
Blazzer XL 570.48,570.48,0,0
Blazzer XL 581.0,581,18,45
Blazzer XL 588.0,588,38,95
Blazzer XL 595.24,595.24,0,0
Blazzer XL 596.0,596,8,20
Blazzer XL 599.0,599,60,150
Blazzer XL 614.0,614,30,75
Blazzer XL 625.0,625,92,230
Blazzer XL 626.67,626.67,0,0
Blazzer XL 627.62,627.62,0,0
Blazzer XL 629.52,629.52,0,0
Blazzer XL 634.0,634,2,5
Blazzer XL 641.0,641,2,5
Blazzer XL 648.0,648,2,5
Blazzer XL 655.24,655.24,0,0
Blazzer XL 657.14,657.14,0,0
Blazzer XL 658.0,658,12,30
Blazzer XL 659.0,659,14,35
Blazzer XL 661.0,661,28,70
Blazzer XL 665.0,665,26,65
Blazzer XL 667.0,667,4,10
Blazzer XL 668.0,668,14,35
Blazzer XL 677.0,677,6,15
Blazzer XL 680.95,680.95,0,0
Blazzer XL 686.67,686.67,0,0
Blazzer XL 688.0,688,16,40
Blazzer XL 689.52,689.52,0,0
Blazzer XL 690.0,690,98,245
Blazzer XL 690.48,690.48,0,0
Blazzer XL 699.0,699,44,110
Blazzer XL 700.0,700,0,0
Blazzer XL 704.0,704,2,5
Blazzer XL 707.62,707.62,0,0
Blazzer XL 708.57,708.57,0,0
Blazzer XL 714.0,714,4,10
Blazzer XL 715.0,715,12,30
Blazzer XL 719.0,719,4,10
Blazzer XL 721.0,721,122,305
Blazzer XL 724.0,724,28,70
Blazzer XL 724.76,724.76,0,0
Blazzer XL 725.0,725,126,315
Blazzer XL 734.28,734.28,0,0
Blazzer XL 734.29,734.29,0,0
Blazzer XL 735.0,735,588,1470
Blazzer XL 736.0,736,2,5
Blazzer XL 741.0,741,20,50
Blazzer XL 743.0,743,82,205
Blazzer XL 744.0,744,376,940
Blazzer XL 749.0,749,2,5
Blazzer XL 753.33,753.33,0,0
Blazzer XL 754.0,754,8,20
Blazzer XL 758.0,758,4,10
Blazzer XL 761.0,761,34,85
Blazzer XL 768.57,768.57,0,0
Blazzer XL 771.0,771,666,1665
Blazzer XL 776.0,776,12,30
Blazzer XL 785.71,785.71,0,0
Blazzer XL 786.0,786,24,60
Blazzer XL 791.0,791,180,450
Blazzer XL 792.0,792,10,25
Blazzer XL 799.0,799,16,40
Blazzer XL 807.0,807,88,220
Blazzer XL 817.0,817,10,25
Blazzer XL 825.0,825,176,440
Blazzer XL 828.0,828,2,5
Blazzer XL 832.0,832,18,45
Blazzer XL 833.0,833,6,15
Blazzer XL 842.0,842,24,60
Blazzer XL 842.86,842.86,0,0
Blazzer XL 845.0,845,12,30
Blazzer XL 855.0,855,2,5
Blazzer XL 856.19,856.19,0,0
Blazzer XL 856.2,856.2,0,0
Blazzer XL 859.0,859,72,180
Blazzer XL 869.0,869,12,30
Blazzer XL 870.0,870,6,15
Blazzer XL 879.0,879,12,30
Blazzer XL 885.0,885,224,560
Blazzer XL 899.0,899,114,285
Blazzer XL 908.0,908,32,80
Blazzer XL 930.0,930,2,5
Blazzer XL 932.14,932.14,0,0
Blazzer XL 939.0,939,6,15
Blazzer XL 940.0,940,12,30
Blazzer XL 948.0,948,8,20
Blazzer XL 949.0,949,2,5
Blazzer XL 951.43,951.43,0,0
Blazzer XL 956.0,956,10,25
Blazzer XL 968.0,968,6,15
Blazzer XL 989.0,989,48,120
Blazzer XL 998.0,998,4,10
Blazzer XL 999.0,999,50,125
Blazzer XL nan,,2,5
Blazzer XS 1013.0,1013,2,5
Blazzer XS 1033.0,1033,18,45
Blazzer XS 1044.0,1044,10,25
Blazzer XS 1091.0,1091,14,35
Blazzer XS 1099.0,1099,6,15
Blazzer XS 1115.18,1115.18,0,0
Blazzer XS 1125.0,1125,2,5
Blazzer XS 1132.0,1132,3,10
Blazzer XS 1168.0,1168,16,40
Blazzer XS 1187.0,1187,8,20
Blazzer XS 1229.0,1229,4,10
Blazzer XS 1249.0,1249,8,20
Blazzer XS 1362.0,1362,2,5
Blazzer XS 1430.0,1430,3,10
Blazzer XS 1542.0,1542,3,10
Blazzer XS 1798.0,1798,3,10
Blazzer XS 2860.0,2860,6,20
Blazzer XS 366.0,366,4,10
Blazzer XS 377.0,377,40,100
Blazzer XS 398.0,398,2,5
Blazzer XS 399.0,399,4,10
Blazzer XS 409.52,409.52,0,0
Blazzer XS 413.0,413,14,35
Blazzer XS 420.0,420,4,10
Blazzer XS 421.9,421.9,0,0
Blazzer XS 426.0,426,4,10
Blazzer XS 430.0,430,2,5
Blazzer XS 436.0,436,6,15
Blazzer XS 441.0,441,2,5
Blazzer XS 443.0,443,14,35
Blazzer XS 450.0,450,6,15
Blazzer XS 464.76,464.76,0,0
Blazzer XS 472.0,472,6,15
Blazzer XS 473.0,473,16,40
Blazzer XS 475.0,475,10,25
Blazzer XS 488.0,488,2,5
Blazzer XS 491.0,491,2,5
Blazzer XS 494.29,494.29,0,0
Blazzer XS 496.0,496,2,5
Blazzer XS 499.0,499,4,10
Blazzer XS 512.0,512,4,10
Blazzer XS 519.0,519,28,70
Blazzer XS 524.0,524,4,10
Blazzer XS 539.0,539,4,10
Blazzer XS 562.0,562,4,10
Blazzer XS 563.0,563,2,5
Blazzer XS 566.0,566,36,90
Blazzer XS 570.48,570.48,0,0
Blazzer XS 579.0,579,6,15
Blazzer XS 581.0,581,6,15
Blazzer XS 588.0,588,24,60
Blazzer XS 599.0,599,10,25
Blazzer XS 613.0,613,4,10
Blazzer XS 614.0,614,10,25
Blazzer XS 625.0,625,30,75
Blazzer XS 634.0,634,2,5
Blazzer XS 648.0,648,6,15
Blazzer XS 649.0,649,4,10
Blazzer XS 658.0,658,2,5
Blazzer XS 661.0,661,2,5
Blazzer XS 665.0,665,18,45
Blazzer XS 667.0,667,2,5
Blazzer XS 668.0,668,8,20
Blazzer XS 678.0,678,4,10
Blazzer XS 680.95,680.95,0,0
Blazzer XS 686.67,686.67,0,0
Blazzer XS 688.0,688,8,20
Blazzer XS 690.0,690,64,160
Blazzer XS 690.48,690.48,0,0
Blazzer XS 693.0,693,4,10
Blazzer XS 699.0,699,20,50
Blazzer XS 700.0,700,0,0
Blazzer XS 708.57,708.57,0,0
Blazzer XS 708.58,708.58,0,0
Blazzer XS 715.0,715,20,50
Blazzer XS 719.0,719,2,5
Blazzer XS 721.0,721,58,145
Blazzer XS 724.0,724,8,20
Blazzer XS 725.0,725,112,280
Blazzer XS 730.0,730,4,10
Blazzer XS 734.29,734.29,0,0
Blazzer XS 735.0,735,464,1160
Blazzer XS 741.0,741,32,80
Blazzer XS 743.0,743,74,185
Blazzer XS 744.0,744,182,455
Blazzer XS 753.33,753.33,0,0
Blazzer XS 754.29,754.29,0,0
Blazzer XS 758.0,758,2,5
Blazzer XS 760.95,760.95,0,0
Blazzer XS 761.0,761,4,10
